prot_id	transcript_id	gene_id	gene_name	description	source	selected
ENSP00000318868	ENST00000316694	ENSG00000176974	SHMT1	serine hydroxymethyltransferase 1 (soluble)	HGNC Symbol;Acc:10850	1
ENSP00000333667	ENST00000328923	ENSG00000182199	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)	HGNC Symbol;Acc:10852	1
ENSP00000332809	ENST00000331664	ENSG00000179270	C2orf71	chromosome 2 open reading frame 71	HGNC Symbol;Acc:34383	1
ENSP00000356548	ENST00000367576	ENSG00000135521	LTV1	LTV1 homolog (S. cerevisiae)	HGNC Symbol;Acc:21173	1
ENSP00000334564	ENST00000334163	ENSG00000186141	POLR3C	polymerase (RNA) III (DNA directed) polypeptide C (62kD)	HGNC Symbol;Acc:30076	1
ENSP00000386711	ENST00000409021	ENSG00000152969	JAKMIP1	janus kinase and microtubule interacting protein 1	HGNC Symbol;Acc:26460	1
ENSP00000265272	ENST00000265272	ENSG00000176049	JAKMIP2	janus kinase and microtubule interacting protein 2	HGNC Symbol;Acc:29067	1
ENSP00000297591	ENST00000297591	ENSG00000164944	KIAA1429	KIAA1429	HGNC Symbol;Acc:24500	1
ENSP00000242315	ENST00000242315	ENSG00000122733	KIAA1045	KIAA1045	HGNC Symbol;Acc:29180	1
ENSP00000363226	ENST00000374112	ENSG00000178645	C10orf53	chromosome 10 open reading frame 53	HGNC Symbol;Acc:27421	1
ENSP00000367770	ENST00000378509	ENSG00000205060	SLC35B4	solute carrier family 35, member B4	HGNC Symbol;Acc:20584	1
ENSP00000416696	ENST00000414202	ENSG00000107036	KIAA1432	KIAA1432	HGNC Symbol;Acc:17686	1
ENSP00000382071	ENST00000399120	ENSG00000159267	HLCS	holocarboxylase synthetase (biotin-(proprionyl-CoA-carboxylase (ATP-hydrolysing)) ligase)	HGNC Symbol;Acc:4976	1
ENSP00000422176	ENST00000510756	ENSG00000153113	CAST	calpastatin	HGNC Symbol;Acc:1515	1
ENSP00000448310	ENST00000549706	ENSG00000039987	BEST2	bestrophin 2	HGNC Symbol;Acc:17107	1
ENSP00000361281	ENST00000372207	ENSG00000142959	BEST4	bestrophin 4	HGNC Symbol;Acc:17106	1
ENSP00000296218	ENST00000296218	ENSG00000163879	DNALI1	dynein, axonemal, light intermediate chain 1	HGNC Symbol;Acc:14353	1
ENSP00000273390	ENST00000273390	ENSG00000183833	C3orf15	chromosome 3 open reading frame 15	HGNC Symbol;Acc:24010	1
ENSP00000383873	ENST00000401095	ENSG00000215912	TTC34	tetratricopeptide repeat domain 34	HGNC Symbol;Acc:34297	1
ENSP00000413520	ENST00000425042	ENSG00000167861	C17orf28	chromosome 17 open reading frame 28	HGNC Symbol;Acc:15736	1
ENSP00000302441	ENST00000304788	ENSG00000170191	NANP	N-acetylneuraminic acid phosphatase	HGNC Symbol;Acc:16140	1
ENSP00000301149	ENST00000301149	ENSG00000167588	GPD1	glycerol-3-phosphate dehydrogenase 1 (soluble)	HGNC Symbol;Acc:4455	1
ENSP00000275605	ENST00000275605	ENSG00000146733	PSPH	phosphoserine phosphatase	HGNC Symbol;Acc:9577	1
ENSP00000344140	ENST00000338608	ENSG00000162148	PPP1R32	protein phosphatase 1, regulatory subunit 32	HGNC Symbol;Acc:28869	1
ENSP00000328875	ENST00000332624	ENSG00000115993	TRAK2	trafficking protein, kinesin binding 2	HGNC Symbol;Acc:13206	1
ENSP00000356626	ENST00000367654	ENSG00000152092	ASTN1	astrotactin 1	HGNC Symbol;Acc:773	1
ENSP00000308897	ENST00000310999	ENSG00000174547	MRPL11	mitochondrial ribosomal protein L11	HGNC Symbol;Acc:14042	1
ENSP00000431076	ENST00000523282	ENSG00000123992	DNPEP	aspartyl aminopeptidase	HGNC Symbol;Acc:2981	1
ENSP00000359370	ENST00000370345	ENSG00000075826	SEC31B	SEC31 homolog B (S. cerevisiae)	HGNC Symbol;Acc:23197	1
ENSP00000299736	ENST00000299736	ENSG00000166582	CENPV	centromere protein V	HGNC Symbol;Acc:29920	1
ENSP00000292574	ENST00000292574	ENSG00000160994	CCDC105	coiled-coil domain containing 105	HGNC Symbol;Acc:26866	1
ENSP00000413405	ENST00000412723	ENSG00000119227	PIGZ	phosphatidylinositol glycan anchor biosynthesis, class Z	HGNC Symbol;Acc:30596	1
ENSP00000346650	ENST00000354630	ENSG00000188603	CLN3	ceroid-lipofuscinosis, neuronal 3	HGNC Symbol;Acc:2074	1
ENSP00000361518	ENST00000372441	ENSG00000204052	LRRC73	leucine rich repeat containing 73	HGNC Symbol;Acc:21375	1
ENSP00000370391	ENST00000381003	ENSG00000183304	FAM9A	family with sequence similarity 9, member A	HGNC Symbol;Acc:18403	1
ENSP00000399732	ENST00000458164	ENSG00000179364	PACS2	phosphofurin acidic cluster sorting protein 2	HGNC Symbol;Acc:23794	1
ENSP00000349687	ENST00000357164	ENSG00000196743	GM2A	GM2 ganglioside activator	HGNC Symbol;Acc:4367	1
ENSP00000365060	ENST00000375896	ENSG00000204438	GPANK1	G patch domain and ankyrin repeats 1	HGNC Symbol;Acc:13920	1
ENSP00000379566	ENST00000396268	ENSG00000204536	CCHCR1	coiled-coil alpha-helical rod protein 1	HGNC Symbol;Acc:13930	1
ENSP00000297866	ENST00000297866	ENSG00000165164	CXorf22	chromosome X open reading frame 22	HGNC Symbol;Acc:28546	1
ENSP00000261304	ENST00000261304	ENSG00000054983	GALC	galactosylceramidase	HGNC Symbol;Acc:4115	1
ENSP00000303398	ENST00000305949	ENSG00000172167	MTBP	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse) binding protein, 104kDa	HGNC Symbol;Acc:7417	1
ENSP00000366939	ENST00000377710	ENSG00000125871	C20orf72	chromosome 20 open reading frame 72	HGNC Symbol;Acc:16205	1
ENSP00000349547	ENST00000357043	ENSG00000068028	RASSF1	Ras association (RalGDS/AF-6) domain family member 1	HGNC Symbol;Acc:9882	1
ENSP00000270583	ENST00000270583	ENSG00000104731	KLHDC4	kelch domain containing 4	HGNC Symbol;Acc:25272	1
ENSP00000242576	ENST00000242576	ENSG00000076248	UNG	uracil-DNA glycosylase	HGNC Symbol;Acc:12572	1
ENSP00000264220	ENST00000264220	ENSG00000128059	PPAT	phosphoribosyl pyrophosphate amidotransferase	HGNC Symbol;Acc:9238	1
ENSP00000081029	ENST00000081029	ENSG00000061794	MRPS35	mitochondrial ribosomal protein S35	HGNC Symbol;Acc:16635	1
ENSP00000263773	ENST00000263773	ENSG00000109920	FNBP4	formin binding protein 4	HGNC Symbol;Acc:19752	1
ENSP00000311768	ENST00000311212	ENSG00000120963	ZNF706	zinc finger protein 706	HGNC Symbol;Acc:24992	1
ENSP00000295868	ENST00000295868	ENSG00000206530	WDR52	WD repeat domain 52	HGNC Symbol;Acc:25631	1
ENSP00000301587	ENST00000301587	ENSG00000167863	ATP5H	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d	HGNC Symbol;Acc:845	1
ENSP00000270708	ENST00000270708	ENSG00000116213	WRAP73	WD repeat containing, antisense to TP73	HGNC Symbol;Acc:12759	1
ENSP00000217426	ENST00000217426	ENSG00000101444	AHCY	adenosylhomocysteinase	HGNC Symbol;Acc:343	1
ENSP00000323967	ENST00000348513	ENSG00000073584	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	HGNC Symbol;Acc:11109	1
ENSP00000201647	ENST00000201647	ENSG00000131037	EPS8L1	EPS8-like 1	HGNC Symbol;Acc:21295	1
ENSP00000358820	ENST00000369805	ENSG00000198758	EPS8L3	EPS8-like 3	HGNC Symbol;Acc:21297	1
ENSP00000252032	ENST00000252032	ENSG00000088854	C20orf194	chromosome 20 open reading frame 194	HGNC Symbol;Acc:17721	1
ENSP00000348440	ENST00000356124	ENSG00000139531	SUOX	sulfite oxidase	HGNC Symbol;Acc:11460	1
ENSP00000228938	ENST00000228938	ENSG00000111341	MGP	matrix Gla protein	HGNC Symbol;Acc:7060	1
ENSP00000217254	ENST00000217254	ENSG00000101276	SLC52A3	solute carrier family 52, riboflavin transporter, member 3	HGNC Symbol;Acc:16187	1
ENSP00000333638	ENST00000329994	ENSG00000185803	SLC52A2	solute carrier family 52, riboflavin transporter, member 2	HGNC Symbol;Acc:30224	1
ENSP00000254853	ENST00000254853	ENSG00000132517	SLC52A1	solute carrier family 52, riboflavin transporter, member 1	HGNC Symbol;Acc:30225	1
ENSP00000365046	ENST00000375885	ENSG00000204435	CSNK2B	casein kinase 2, beta polypeptide	HGNC Symbol;Acc:2460	1
ENSP00000365401	ENST00000376227	ENSG00000101997	CCDC22	coiled-coil domain containing 22	HGNC Symbol;Acc:28909	1
ENSP00000349887	ENST00000357332	ENSG00000198356	ASNA1	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)	HGNC Symbol;Acc:752	1
ENSP00000313921	ENST00000317173	ENSG00000175806	MSRA	methionine sulfoxide reductase A	HGNC Symbol;Acc:7377	1
ENSP00000300452	ENST00000300452	ENSG00000167113	COQ4	coenzyme Q4 homolog (S. cerevisiae)	HGNC Symbol;Acc:19693	1
ENSP00000365683	ENST00000376500	ENSG00000179133	C10orf67	chromosome 10 open reading frame 67	HGNC Symbol;Acc:28716	1
ENSP00000275227	ENST00000275227	ENSG00000146409	SLC18B1	solute carrier family 18, subfamily B, member 1	HGNC Symbol;Acc:21573	1
ENSP00000295304	ENST00000295304	ENSG00000143942	CHAC2	ChaC, cation transport regulator homolog 2 (E. coli)	HGNC Symbol;Acc:32363	1
ENSP00000291574	ENST00000291574	ENSG00000160218	TRAPPC10	trafficking protein particle complex 10	HGNC Symbol;Acc:11868	1
ENSP00000369810	ENST00000380445	ENSG00000215305	VPS16	vacuolar protein sorting 16 homolog (S. cerevisiae)	HGNC Symbol;Acc:14584	1
ENSP00000263579	ENST00000263579	ENSG00000110063	DCPS	decapping enzyme, scavenger	HGNC Symbol;Acc:29812	1
ENSP00000040877	ENST00000040877	ENSG00000059588	TARBP1	TAR (HIV-1) RNA binding protein 1	HGNC Symbol;Acc:11568	1
ENSP00000215917	ENST00000215917	ENSG00000100104	SRRD	SRR1 domain containing	HGNC Symbol;Acc:33910	1
ENSP00000310688	ENST00000308666	ENSG00000173208	ABCD2	ATP-binding cassette, sub-family D (ALD), member 2	HGNC Symbol;Acc:66	1
ENSP00000349396	ENST00000356924	ENSG00000119688	ABCD4	ATP-binding cassette, sub-family D (ALD), member 4	HGNC Symbol;Acc:68	1
ENSP00000363084	ENST00000373973	ENSG00000149646	C20orf152	chromosome 20 open reading frame 152	HGNC Symbol;Acc:16145	1
ENSP00000358762	ENST00000369747	ENSG00000118420	UBE3D	ubiquitin protein ligase E3D	HGNC Symbol;Acc:21381	1
ENSP00000303042	ENST00000304129	ENSG00000169129	AFAP1L2	actin filament associated protein 1-like 2	HGNC Symbol;Acc:25901	1
ENSP00000285968	ENST00000285968	ENSG00000155561	NUP205	nucleoporin 205kDa	HGNC Symbol;Acc:18658	1
ENSP00000386918	ENST00000409006	ENSG00000100196	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	HGNC Symbol;Acc:6306	1
ENSP00000266263	ENST00000266263	ENSG00000242114	MTFP1	mitochondrial fission process 1	HGNC Symbol;Acc:26945	1
ENSP00000415032	ENST00000438073	ENSG00000185068	GTF2H5	general transcription factor IIH, polypeptide 5	HGNC Symbol;Acc:21157	1
ENSP00000391692	ENST00000417826	ENSG00000167131	CCDC103	coiled-coil domain containing 103	HGNC Symbol;Acc:32700	1
ENSP00000361162	ENST00000372090	ENSG00000132773	TOE1	target of EGR1, member 1 (nuclear)	HGNC Symbol;Acc:15954	1
ENSP00000384899	ENST00000404158	ENSG00000167491	GATAD2A	GATA zinc finger domain containing 2A	HGNC Symbol;Acc:29989	1
ENSP00000357644	ENST00000368655	ENSG00000143614	GATAD2B	GATA zinc finger domain containing 2B	HGNC Symbol;Acc:30778	1
ENSP00000288976	ENST00000288976	ENSG00000158079	PTPDC1	protein tyrosine phosphatase domain containing 1	HGNC Symbol;Acc:30184	1
ENSP00000434508	ENST00000528511	ENSG00000254469	RP11-849H4.2	Putative short transient receptor potential channel 2-like protein	UniProtKB/Swiss-Prot;Acc:Q6ZNB5	1
ENSP00000413076	ENST00000451352	ENSG00000187997	C17orf99	chromosome 17 open reading frame 99	HGNC Symbol;Acc:34490	1
ENSP00000240423	ENST00000240423	ENSG00000121152	NCAPH	non-SMC condensin I complex, subunit H	HGNC Symbol;Acc:1112	1
ENSP00000376335	ENST00000392552	ENSG00000163328	GPR155	G protein-coupled receptor 155	HGNC Symbol;Acc:22951	1
ENSP00000406738	ENST00000457710	ENSG00000004139	SARM1	sterile alpha and TIR motif containing 1	HGNC Symbol;Acc:17074	1
ENSP00000329360	ENST00000329214	ENSG00000185298	CCDC137	coiled-coil domain containing 137	HGNC Symbol;Acc:33451	1
ENSP00000363384	ENST00000374266	ENSG00000142684	ZNF593	zinc finger protein 593	HGNC Symbol;Acc:30943	1
ENSP00000354645	ENST00000361720	ENSG00000198746	GPATCH3	G patch domain containing 3	HGNC Symbol;Acc:25720	1
ENSP00000356875	ENST00000367900	ENSG00000143228	NUF2	NUF2, NDC80 kinetochore complex component, homolog (S. cerevisiae)	HGNC Symbol;Acc:14621	1
ENSP00000217455	ENST00000217455	ENSG00000101473	ACOT8	acyl-CoA thioesterase 8	HGNC Symbol;Acc:15919	1
ENSP00000343412	ENST00000344773	ENSG00000158019	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)	HGNC Symbol;Acc:1106	1
ENSP00000237201	ENST00000237201	ENSG00000118434	SPACA1	sperm acrosome associated 1	HGNC Symbol;Acc:14967	1
ENSP00000327487	ENST00000333213	ENSG00000182173	TSEN54	tRNA splicing endonuclease 54 homolog (S. cerevisiae)	HGNC Symbol;Acc:27561	1
ENSP00000262506	ENST00000262506	ENSG00000070770	CSNK2A2	casein kinase 2, alpha prime polypeptide	HGNC Symbol;Acc:2459	1
ENSP00000296792	ENST00000296792	ENSG00000164338	UTP15	UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)	HGNC Symbol;Acc:25758	1
ENSP00000418661	ENST00000419060	ENSG00000187024	PTRH1	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae)	HGNC Symbol;Acc:27039	1
ENSP00000361646	ENST00000372565	ENSG00000066185	ZMYND12	zinc finger, MYND-type containing 12	HGNC Symbol;Acc:21192	1
ENSP00000285083	ENST00000285083	ENSG00000154814	OXNAD1	oxidoreductase NAD-binding domain containing 1	HGNC Symbol;Acc:25128	1
ENSP00000418438	ENST00000485876	ENSG00000170906	NDUFA3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	HGNC Symbol;Acc:7686	1
ENSP00000379046	ENST00000395693	ENSG00000130489	SCO2	SCO cytochrome oxidase deficient homolog 2 (yeast)	HGNC Symbol;Acc:10604	1
ENSP00000317177	ENST00000321560	ENSG00000179598	PLD6	phospholipase D family, member 6	HGNC Symbol;Acc:30447	1
ENSP00000381198	ENST00000398130	ENSG00000134444	KIAA1468	KIAA1468	HGNC Symbol;Acc:29289	1
ENSP00000310520	ENST00000311895	ENSG00000175595	ERCC4	excision repair cross-complementing rodent repair deficiency, complementation group 4	HGNC Symbol;Acc:3436	1
ENSP00000329867	ENST00000328257	ENSG00000214517	PPME1	protein phosphatase methylesterase 1	HGNC Symbol;Acc:30178	1
ENSP00000456838	ENST00000563902	ENSG00000196123	KIAA0895L	KIAA0895-like	HGNC Symbol;Acc:34408	1
ENSP00000299866	ENST00000299866	ENSG00000166676	FAM18A	family with sequence similarity 18, member A	HGNC Symbol;Acc:20398	1
ENSP00000369599	ENST00000380249	ENSG00000188352	FOCAD	focadhesin	HGNC Symbol;Acc:23377	1
ENSP00000353695	ENST00000360505	ENSG00000138780	GSTCD	glutathione S-transferase, C-terminal domain containing	HGNC Symbol;Acc:25806	1
ENSP00000373860	ENST00000389208	ENSG00000204653	ASPDH	aspartate dehydrogenase domain containing	HGNC Symbol;Acc:33856	1
ENSP00000410216	ENST00000428202	ENSG00000152359	POC5	POC5 centriolar protein homolog (Chlamydomonas)	HGNC Symbol;Acc:26658	1
ENSP00000342512	ENST00000340171	ENSG00000174928	C3orf33	chromosome 3 open reading frame 33	HGNC Symbol;Acc:26434	1
ENSP00000378145	ENST00000394650	ENSG00000005059	CCDC109B	coiled-coil domain containing 109B	HGNC Symbol;Acc:26076	1
ENSP00000350103	ENST00000357504	ENSG00000197057	DTHD1	death domain containing 1	HGNC Symbol;Acc:37261	1
ENSP00000236959	ENST00000236959	ENSG00000138363	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase	HGNC Symbol;Acc:794	1
ENSP00000391402	ENST00000439660	ENSG00000230055	CISD3	CDGSH iron sulfur domain 3	HGNC Symbol;Acc:27578	1
ENSP00000340988	ENST00000344642	ENSG00000187942	LDLRAD2	low density lipoprotein receptor class A domain containing 2	HGNC Symbol;Acc:32071	1
ENSP00000312370	ENST00000307864	ENSG00000042286	AIFM2	apoptosis-inducing factor, mitochondrion-associated, 2	HGNC Symbol;Acc:21411	1
ENSP00000336808	ENST00000337664	ENSG00000109576	AADAT	aminoadipate aminotransferase	HGNC Symbol;Acc:17929	1
ENSP00000345773	ENST00000341083	ENSG00000165626	BEND7	BEN domain containing 7	HGNC Symbol;Acc:23514	1
ENSP00000216489	ENST00000216489	ENSG00000100601	ALKBH1	alkB, alkylation repair homolog 1 (E. coli)	HGNC Symbol;Acc:17911	1
ENSP00000365938	ENST00000376747	ENSG00000102595	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	HGNC Symbol;Acc:15664	1
ENSP00000259253	ENST00000259253	ENSG00000136731	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	HGNC Symbol;Acc:15663	1
ENSP00000283871	ENST00000283871	ENSG00000113924	HGD	homogentisate 1,2-dioxygenase	HGNC Symbol;Acc:4892	1
ENSP00000264663	ENST00000264663	ENSG00000112992	NNT	nicotinamide nucleotide transhydrogenase	HGNC Symbol;Acc:7863	1
ENSP00000278618	ENST00000278618	ENSG00000149313	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	HGNC Symbol;Acc:14235	1
ENSP00000401338	ENST00000431232	ENSG00000129925	TMEM8A	transmembrane protein 8A	HGNC Symbol;Acc:17205	1
ENSP00000359034	ENST00000370017	ENSG00000143107	FNDC7	fibronectin type III domain containing 7	HGNC Symbol;Acc:26668	1
ENSP00000379310	ENST00000395987	ENSG00000118307	CASC1	cancer susceptibility candidate 1	HGNC Symbol;Acc:29599	1
ENSP00000369739	ENST00000380379	ENSG00000137274	BPHL	biphenyl hydrolase-like (serine hydrolase)	HGNC Symbol;Acc:1094	1
ENSP00000352276	ENST00000359326	ENSG00000000460	C1orf112	chromosome 1 open reading frame 112	HGNC Symbol;Acc:25565	1
ENSP00000355467	ENST00000366510	ENSG00000143653	SCCPDH	saccharopine dehydrogenase (putative)	HGNC Symbol;Acc:24275	1
ENSP00000359596	ENST00000370565	ENSG00000137975	CLCA2	chloride channel accessory 2	HGNC Symbol;Acc:2016	1
ENSP00000274031	ENST00000274031	ENSG00000145391	SETD7	SET domain containing (lysine methyltransferase) 7	HGNC Symbol;Acc:30412	1
ENSP00000360593	ENST00000371538	ENSG00000162377	SELRC1	Sel1 repeat containing 1	HGNC Symbol;Acc:25716	1
ENSP00000006658	ENST00000006658	ENSG00000006282	SPATA20	spermatogenesis associated 20	HGNC Symbol;Acc:26125	1
ENSP00000329213	ENST00000329967	ENSG00000184990	SIVA1	SIVA1, apoptosis-inducing factor	HGNC Symbol;Acc:17712	1
ENSP00000338607	ENST00000336138	ENSG00000130193	THEM6	thioesterase superfamily member 6	HGNC Symbol;Acc:29656	1
ENSP00000339834	ENST00000342415	ENSG00000168566	SNRNP48	small nuclear ribonucleoprotein 48kDa (U11/U12)	HGNC Symbol;Acc:21368	1
ENSP00000219345	ENST00000219345	ENSG00000103066	PLA2G15	phospholipase A2, group XV	HGNC Symbol;Acc:17163	1
ENSP00000264005	ENST00000264005	ENSG00000213398	LCAT	lecithin-cholesterol acyltransferase	HGNC Symbol;Acc:6522	1
ENSP00000328069	ENST00000329722	ENSG00000184530	C6orf58	chromosome 6 open reading frame 58	HGNC Symbol;Acc:20960	1
ENSP00000377869	ENST00000394337	ENSG00000159625	CCDC135	coiled-coil domain containing 135	HGNC Symbol;Acc:25289	1
ENSP00000260372	ENST00000260372	ENSG00000137814	HAUS2	HAUS augmin-like complex, subunit 2	HGNC Symbol;Acc:25530	1
ENSP00000264649	ENST00000264649	ENSG00000033627	ATP6V0A1	ATPase, H+ transporting, lysosomal V0 subunit a1	HGNC Symbol;Acc:865	1
ENSP00000331258	ENST00000331373	ENSG00000185900	SGK196	Protein kinase-like protein SgK196	UniProtKB/Swiss-Prot;Acc:Q9H5K3	1
ENSP00000267425	ENST00000267425	ENSG00000196943	NOP9	NOP9 nucleolar protein homolog (yeast)	HGNC Symbol;Acc:19826	1
ENSP00000368458	ENST00000379160	ENSG00000132646	PCNA	proliferating cell nuclear antigen	HGNC Symbol;Acc:8729	1
ENSP00000423067	ENST00000506538	ENSG00000134987	WDR36	WD repeat domain 36	HGNC Symbol;Acc:30696	1
ENSP00000328325	ENST00000330938	ENSG00000183255	PTTG1IP	pituitary tumor-transforming 1 interacting protein	HGNC Symbol;Acc:13524	1
ENSP00000278520	ENST00000278520	ENSG00000149231	CCDC82	coiled-coil domain containing 82	HGNC Symbol;Acc:26282	1
ENSP00000245957	ENST00000245957	ENSG00000089101	C20orf26	chromosome 20 open reading frame 26	HGNC Symbol;Acc:15872	1
ENSP00000257934	ENST00000257934	ENSG00000135476	ESPL1	extra spindle pole bodies homolog 1 (S. cerevisiae)	HGNC Symbol;Acc:16856	1
ENSP00000026218	ENST00000026218	ENSG00000007541	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q	HGNC Symbol;Acc:14135	1
ENSP00000349748	ENST00000357214	ENSG00000116560	SFPQ	splicing factor proline/glutamine-rich	HGNC Symbol;Acc:10774	1
ENSP00000348157	ENST00000355893	ENSG00000178053	MLF1	myeloid leukemia factor 1	HGNC Symbol;Acc:7125	1
ENSP00000203630	ENST00000203630	ENSG00000089693	MLF2	myeloid leukemia factor 2	HGNC Symbol;Acc:7126	1
ENSP00000359149	ENST00000331272	ENSG00000107829	FBXW4	F-box and WD repeat domain containing 4	HGNC Symbol;Acc:10847	1
ENSP00000355353	ENST00000361134	ENSG00000198569	SLC34A3	solute carrier family 34 (sodium phosphate), member 3	HGNC Symbol;Acc:20305	1
ENSP00000371483	ENST00000382051	ENSG00000157765	SLC34A2	solute carrier family 34 (sodium phosphate), member 2	HGNC Symbol;Acc:11020	1
ENSP00000321424	ENST00000324417	ENSG00000131183	SLC34A1	solute carrier family 34 (sodium phosphate), member 1	HGNC Symbol;Acc:11019	1
ENSP00000462883	ENST00000558713	ENSG00000249961	CCDC79	coiled-coil domain containing 79	HGNC Symbol;Acc:26675	1
ENSP00000343867	ENST00000344641	ENSG00000148187	MRRF	mitochondrial ribosome recycling factor	HGNC Symbol;Acc:7234	1
ENSP00000387841	ENST00000435941	ENSG00000224236	MRRFP1	mitochondrial ribosome recycling factor pseudogene 1	HGNC Symbol;Acc:35238	1
ENSP00000426159	ENST00000336600	ENSG00000181577	C6orf223	chromosome 6 open reading frame 223	HGNC Symbol;Acc:28692	1
ENSP00000311368	ENST00000312419	ENSG00000175482	POLD4	polymerase (DNA-directed), delta 4, accessory subunit	HGNC Symbol;Acc:14106	1
ENSP00000307525	ENST00000351193	ENSG00000169251	NMD3	NMD3 homolog (S. cerevisiae)	HGNC Symbol;Acc:24250	1
ENSP00000371927	ENST00000382487	ENSG00000155269	GPR78	G protein-coupled receptor 78	HGNC Symbol;Acc:4528	1
ENSP00000363241	ENST00000374126	ENSG00000157657	ZNF618	zinc finger protein 618	HGNC Symbol;Acc:29416	1
ENSP00000407763	ENST00000444614	ENSG00000151773	CCDC122	coiled-coil domain containing 122	HGNC Symbol;Acc:26478	1
